Publiczna Szkoła Podstawowa nr 6;Kopernika 7;Boguszów-Gorce;dolnoslaskie;Pre-School;58-372;748449254;False;;False;
Publiczna Szkoła Podstawowa nr 6 Kamińskiego;Andersa 50;Wałbrzych;dolnoslaskie;Pre-School;58-304;748477720;False;;False;
Publiczna Szkoła Podstawowa nr 9 im. Kornela Makuszyńskiego;Królewiecka 7;Wałbrzych;dolnoslaskie;Pre-School;58-300;748424253;False;;False;
Publiczna Szkoła Podstawowa nr. 17 im. Marii Konopnickiej;1 Maja 105;Wałbrzych;dolnoslaskie;Pre-School;58-305;748424368;False;;False;
Publiczna Szkoła Podstawowa Specjalna im. Matki Teresy Potockiej dla dziewcząt niedostosowanych społecznie w Młodzieżowym Ośrodku Wychowawczym;Plac Grunwaldzki 3B;Wrocław;dolnoslaskie;Pre-School;50-377;713280098;False;;False;
Publiczna Szkoła Podstawowa Specjalna nr 10;Ogrodowa 5a;Wałbrzych;dolnoslaskie;Pre-School;58-306;746642512;False;;False;
Publiczna Szkoła Podstawowa SPSK w Starczówku;Ziębice 20;Ziębice;dolnoslaskie;Pre-School;57-220;748191534;False;;False;
Publiczna Szkoła Podstawowa Stowarzyszenia "Stara Łomnica Dzieciom";Gorzanów 64;Gorzanów;dolnoslaskie;Pre-School;57-521;748121018;False;;False;
Publiczna Szkoła Podstawowa w Białym Kościele;Kamienna 18;Strzelin;dolnoslaskie;Pre-School;57-100;713930616;False;;False;
Publiczna Szkoła Podstawowa w Iwinach;Iwiny 6;Iwiny;dolnoslaskie;Pre-School;59-721;757389383;False;;False;
Publiczna Szkoła Podstawowa w Kowalowej;Wałbrzyska 38;Mieroszów;dolnoslaskie;Pre-School;58-350;748458252;False;;False;
Publiczna Szkoła Podstawowa w Mieroszowie;Wolności 19;Mieroszów;dolnoslaskie;Pre-School;58-350;748458257;False;;False;
Publiczna Szkoła Podstawowa w Miłoszycach;Główna 24;Jelcz-Laskowice;dolnoslaskie;Pre-School;55-220;713184636;False;;False;
Publiczna Szkoła Podstawowa w Płoskach;Płoski 4;Wąsosz;dolnoslaskie;Pre-School;56-210;655439172;False;;False;
Publiczna Szkoła Podstawowa w Sicinach;Niechlów 78;Niechlów;dolnoslaskie;Pre-School;56-215;655435194;False;;False;
Publiczna Szkoła Podstawowa w Stanowicach;Świebodzka 9;Strzegom;dolnoslaskie;Pre-School;58-150;748557694;False;;False;
Publiczna Szkoła Podstawowa w Szczytnicy;Raciborowice Górne 34;Raciborowice Górne;dolnoslaskie;Pre-School;59-720;757389309;False;;False;
Publiczna Szkoła Podstawowa w Świętej Katarzynie im. Stefana Kardynała Wyszyńskiego Prymasa Tysiąclecia;Głowna 94;Święta Katarzyna;dolnoslaskie;Pre-School;55-010;713116378;False;;False;
Publiczna Szkoła Podstawowa z Oddziałami Integracyjnymi nr 26 im. Komisji Edukacji Narodowej;Palisadowa 48;Wałbrzych;dolnoslaskie;Pre-School;58-314;748432186;False;;False;
Publiczna Szkoła Podstawowa Zakonu Pijarów im. Stanisława Konarskiego;Bankowa 10;Bolesławiec;dolnoslaskie;Pre-School;59-700;668864725;False;;False;
Salezjańska Szkoła Podstawowa;Jana Pawła II 58;Lubin;dolnoslaskie;Pre-School;59-300;767210460;False;;False;
Salezjańska Szkoła Podstawowa;Świętokrzyska 45-55;Wrocław;dolnoslaskie;Pre-School;50-327;730720113;False;;False;
Samorządowa Szkoła Podstawowa w Domaszkowie;Kolejowa 10;Domaszków;dolnoslaskie;Pre-School;57-522;748132047;False;;False;
Samorządowa Szkoła Podstawowa w Międzylesiu;Bolesława Chrobrego 2;Międzylesie;dolnoslaskie;Pre-School;57-530;748126328;False;;False;
SP w MOS w ZPEW;Parkowa 9;Lwówek Śląski;dolnoslaskie;Pre-School;59-600;757824525;False;;False;
SP w SOSW w ZPEW;Parkowa 9;Lwówek Śląski;dolnoslaskie;Pre-School;59-600;;False;;False;
Specjalna Przyszpitalna Niepubliczna Szkoła Podstawowa przy Sudeckim Centrum Zdrowia w Pieszycach;Ks. Emila Pagacza 6;Pieszyce;dolnoslaskie;Pre-School;58-250;748124830;False;;False;
Specjalna Szkoła Podstawowa nr 6;Legnicka 16;Jawor;dolnoslaskie;Pre-School;59-400;768702033;False;;False;
Specjalna Szkoła Podstawowa nr 86;Kielecka 51 a;Wrocław;dolnoslaskie;Pre-School;54-029;717986745;False;;False;
Specjalna Szkoła Podstawowa w Głogowie;Sportowa 1;Głogów;dolnoslaskie;Pre-School;67-200;768313990;False;;False;
Specjalny Ośrodek Szkolno Wychowawczy Caritas Archidiecezji Wrocławskiej - Szkoła Podstawowa Specjalna dla Dzieci Z Niepełnosprawnością Intelektualną w Stopniu Lekkim;Stawowa 23;Dobroszyce;dolnoslaskie;Pre-School;56-410;713141113;False;;False;
Specjalny Ośrodek Szkolno-Wychowawczy Caritas Archidiecezji Wrocławskiej- Szkoła Podstawowa Specjalna dla Dzieci Z Niepełnosprawnością Intelektualną w Stopniu Umiarkowanym i Znacznym;Stawowa 23;Dobroszyce;dolnoslaskie;Pre-School;56-410;713141113;False;;False;
Społeczna Specjalna Szkoła Podstawowa Stowarzyszenia Handicap;Stawowa 1a;Wrocław;dolnoslaskie;Pre-School;50-015;713437815;False;;False;
Społeczna Szkoła Podstawowa;Daszyńskiego 12;Kłodzko;dolnoslaskie;Pre-School;57-300;748672457;False;;False;
Społeczna Szkoła Podstawowa;Malczewskiego 22;Wałbrzych;dolnoslaskie;Pre-School;58-309;748402007;False;;False;
Społeczna Szkoła Podstawowa "Optimum";Rybacka 17;Wrocław;dolnoslaskie;Pre-School;53-656;713553607;False;;False;
Społeczna Szkoła Podstawowa Ad Astra;11 Listopada 5;Milicz;dolnoslaskie;Pre-School;56-300;713840012;False;;False;
Społeczna Szkoła Podstawowa im. Astrid Lindgren;Dąbrowskiego 3;Milicz;dolnoslaskie;Pre-School;56-300;713841296;False;;False;
Społeczna Szkoła Podstawowa im. Rady Europy w Lubinie;Pawia 41;Lubin;dolnoslaskie;Pre-School;59-300;768463771;False;;False;
Społeczna Szkoła Podstawowa im. Stanisława Moniuszki w Społecznym Zespole Szkolno-Przedszkolnym;Słone 72;Kudowa-Zdrój;dolnoslaskie;Pre-School;57-350;748661264;False;;False;
Społeczna Szkoła Podstawowa Społecznego Towarzystwa Oświatowego w Jeleniej Górze;Bronka Czecha 1 a;Jelenia Góra;dolnoslaskie;Pre-School;58-570;757553527;False;;False;
Społeczna Szkoła Podstawowa STO;Żeromskiego 1;Bielawa;dolnoslaskie;Pre-School;58-260;748333870;False;;False;
Społeczna Szkoła Podstawowa w Chocieszowie;Chocieszów 32;Polanica-Zdrój;dolnoslaskie;Pre-School;57-320;748681709;False;;False;
Społeczna Szkoła Podstawowa w Świdnicy;Mickiewicza 1-3;Świdnica;dolnoslaskie;Pre-School;58-100;748524375;False;;False;
Społeczna Szkoła Podstawowa z Oddziałami Integracyjnymi "Amigo";Żelazna 36;Wrocław;dolnoslaskie;Pre-School;53-428;713615263;False;;False;
Sportowa Szkoła Podstawowa nr 46;Ścinawska 21;Wrocław;dolnoslaskie;Pre-School;53-628;717986852;False;;False;
Sportowa Szkoła Podstawowa nr 72;Trwała 17-19;Wrocław;dolnoslaskie;Pre-School;53-335;717986861;False;;False;
Szermiercza Sportowa Szkoła Podstawowa nr 85;Traugutta 37;Wrocław;dolnoslaskie;Pre-School;50-416;77986871;False;;False;
Szkoła Filialna w Chociemysli;Szkolna 4;Kotla;dolnoslaskie;Pre-School;67-240;768318382;False;;False;
Szkoła Filialna w Kraszowie Szkoła Podstawowa im. Jerzego Badury;Międzybórz 35;Międzybórz;dolnoslaskie;Pre-School;56-513;627856061;False;;False;
Szkoła Filialna w Zbylutowie;Lwówek Śląski 133;Lwówek Śląski;dolnoslaskie;Pre-School;59-600;757843291;False;;False;
Szkoła Podstawo Specjalna;Nowa Kolonia 9;Walim;dolnoslaskie;Pre-School;58-320;748457513;False;;False;
Szkoła Podstawowa;0 149;Kamienna Góra;dolnoslaskie;Pre-School;58-400;756106483;False;;False;
Szkoła podstawowa;Armii Krajowej 2;Milicz;dolnoslaskie;Pre-School;56-300;713840745;False;;False;
Szkoła Podstawowa;Betlejemska 1;Kamienna Góra;dolnoslaskie;Pre-School;58-400;756106163;False;;False;
Szkoła Podstawowa;Brak 77;Zgorzelec;dolnoslaskie;Pre-School;59-900;757718326;False;;False;
Szkoła Podstawowa;Chemików 8;Złoty Stok;dolnoslaskie;Pre-School;57-250;748175123;False;;False;
Szkoła Podstawowa;Główna 101;Oborniki Śląskie;dolnoslaskie;Pre-School;55-120;713107419;False;;False;
Szkoła Podstawowa;Góra 10;Góra;dolnoslaskie;Pre-School;56-200;655431323;False;;False;
Szkoła Podstawowa;Góra 6;Góra;dolnoslaskie;Pre-School;56-200;;False;;False;
Szkoła Podstawowa;Jagiellońska 5;Radków;dolnoslaskie;Pre-School;57-420;748712269;False;;False;
Szkoła Podstawowa;Kilińskiego 33;Środa Śląska;dolnoslaskie;Pre-School;55-300;713172181;False;;False;
Szkoła Podstawowa;Kolonia 14;Lubawka;dolnoslaskie;Pre-School;58-420;757422116;False;;False;
Szkoła Podstawowa;Kościuszki 2;Węgliniec;dolnoslaskie;Pre-School;59-940;757712157;False;;False;
Szkoła Podstawowa;Kręta 27A;Jeżów Sudecki;dolnoslaskie;Pre-School;58-521;757132161;False;;False;
Szkoła Podstawowa;Lubańska 35;Osiecznica;dolnoslaskie;Pre-School;59-724;757312127;False;;False;
Szkoła Podstawowa;Lubomierz 23;Lubomierz;dolnoslaskie;Pre-School;59-623;757833135;False;;False;
Szkoła Podstawowa;Lwówek Śląski 58;Lwówek Śląski;dolnoslaskie;Pre-School;59-600;757846056;False;;False;
Szkoła Podstawowa;Łagiewniki;Łagiewniki;dolnoslaskie;Pre-School;58-210;748938031;False;;False;
Szkoła Podstawowa;Mickiewicza 4;Lubawka;dolnoslaskie;Pre-School;58-420;757411762;False;;False;
Szkoła Podstawowa;Mirsk 125;Mirsk;dolnoslaskie;Pre-School;59-630;757839185;False;;False;
Szkoła Podstawowa;Nowa 2;Wińsko;dolnoslaskie;Pre-School;56-160;713898029;False;;False;
Szkoła Podstawowa;Olszyna 93;Olszyna;dolnoslaskie;Pre-School;59-830;757221529;False;;False;
Szkoła Podstawowa;Osiecznica 63A;Osiecznica;dolnoslaskie;Pre-School;59-724;757312265;False;;False;
Szkoła Podstawowa;Radwanice 17;Radwanice;dolnoslaskie;Pre-School;59-160;768311312;False;;False;
Szkoła podstawowa;Słoneczna 5;Dziadowa Kłoda;dolnoslaskie;Pre-School;56-504;627851725;False;;False;
Szkoła podstawowa;Stolec 101;Ząbkowice Śląskie;dolnoslaskie;Pre-School;57-200;;False;;False;
Szkoła Podstawowa;Sułkowskiego 1;Mysłakowice;dolnoslaskie;Pre-School;58-533;757131303;False;;False;
Szkoła Podstawowa;Szarocin 53;Kamienna Góra;dolnoslaskie;Pre-School;58-400;757424479;False;;False;
Szkoła Podstawowa;Szkolna 10;Świętoszów;dolnoslaskie;Pre-School;59-726;757311202;False;;False;
Szkoła Podstawowa;Szkolna 2;Marciszów;dolnoslaskie;Pre-School;58-410;757410303;False;;False;
Szkoła Podstawowa;Szkolna 2;Zgorzelec;dolnoslaskie;Pre-School;59-900;757715969;False;;False;
Szkoła podstawowa;Szkolna 23;Niechlów;dolnoslaskie;Pre-School;56-215;655435623;False;;False;
Szkoła Podstawowa;Szkolna 26;Zawonia;dolnoslaskie;Pre-School;55-106;;False;;False;
Szkoła Podstawowa;Szkolna 3;Głogów;dolnoslaskie;Pre-School;67-210;768317637;False;;False;
Szkoła Podstawowa;Szkolna 40;Mirków;dolnoslaskie;Pre-School;55-095;713152682;False;;False;
Szkoła Podstawowa;Szkolna 51;Wisznia Mała;dolnoslaskie;Pre-School;55-114;713127079;False;;False;
Szkoła Podstawowa;Ślęzna 1;Oleszna;dolnoslaskie;Pre-School;58-214;748937280;False;;False;
Szkoła Podstawowa;Ślubów 54;Góra;dolnoslaskie;Pre-School;56-200;655436877;False;;False;
Szkoła Podstawowa;Trzebnica 23;Trzebnica;dolnoslaskie;Pre-School;55-100;713127594;False;;False;
Szkoła Podstawowa;Wołowska 55;Oborniki Śląskie;dolnoslaskie;Pre-School;55-120;713108128;False;;False;
Szkoła Podstawowa;Wrocławska 24;Borów;dolnoslaskie;Pre-School;57-160;713933029;False;;False;
Szkoła Podstawowa;Zgorzelec 32;Zgorzelec;dolnoslaskie;Pre-School;59-900;757718554;False;;False;
Szkoła Podstawowa;Zgorzelec 56;Zgorzelec;dolnoslaskie;Pre-School;59-900;757718195;False;;False;
Szkoła Podstawowa;Zgorzelecka 1C;Ruszów;dolnoslaskie;Pre-School;59-950;757759281;False;;False;
Szkoła Podstawowa;Zgorzelecka 28;Sulików;dolnoslaskie;Pre-School;59-975;757787353;False;;False;
Szkoła Podstawowa "Edukacja" we Wrocławiu;Krakowska 56-62;Wrocław;dolnoslaskie;Pre-School;50-425;713772155;False;;False;
Szkoła Podstawowa "ISKRY";Fryderyka Pautscha 9;Wrocław;dolnoslaskie;Pre-School;51-651;511628222;False;;False;
Szkoła Podstawowa "Masters Academy" w Lwówku Śląskim;Szkolna 1;Lwówek Śląski;dolnoslaskie;Pre-School;59-600;753070624;False;;False;
Szkoła Podstawowa "Nasza Szkoła";Kostomłoty 31;Kostomłoty;dolnoslaskie;Pre-School;55-311;713970286;False;;False;
Szkoła Podstawowa "Primus";al. Jana Matejki 16A;Wrocław;dolnoslaskie;Pre-School;50-333;717975560;False;;False;
Szkoła Podstawowa "Prymus" w Zgorzelcu;Wolności 8;Zgorzelec;dolnoslaskie;Pre-School;59-900;757751799;False;;False;
Szkoła Podstawowa "Tęcza";Boh. II Awp 16;Zgorzelec;dolnoslaskie;Pre-School;59-900;766460620;False;;False;
Szkoła Podstawowa "Zdrój";Fryderyka Pautscha 9;Wrocław;dolnoslaskie;Pre-School;51-651;514292111;False;;False;
Szkoła Podstawowa AMS w Woliborzu;Wolibórz 55;Wolibórz;dolnoslaskie;Pre-School;57-431;748139946;False;;False;
Szkoła Podstawowa AMS we Wrocławiu;Pawła Eluarda 51-55;Wrocław;dolnoslaskie;Pre-School;54-019;713070680;False;;False;
Szkoła Podstawowa Aslan;Piotra Skargi 5;Głogów;dolnoslaskie;Pre-School;67-200;690026980;False;;False;
Szkoła Podstawowa COGITO;Piłsudskiego 1;Zgorzelec;dolnoslaskie;Pre-School;59-900;;False;;False;
Szkoła Podstawowa Dialogu Kultur Etz Chaim;Żelazna 57;Wrocław;dolnoslaskie;Pre-School;53-429;717568047;False;;False;
Szkoła Podstawowa dla Dorosłych;Lotnicza 26;Legnica;dolnoslaskie;Pre-School;59-220;768524246;False;;False;
Szkoła Podstawowa dla Dorosłych;Sudecka 53;Jelenia Góra;dolnoslaskie;Pre-School;58-500;757550156;False;;False;
Szkoła Podstawowa dla Dorosłych;Wałbrzych;Wałbrzych;dolnoslaskie;Pre-School;58-306;748467474;False;;False;
Szkoła Podstawowa dla Dorosłych "AMICUS" w Jeleniej Górze;Cieplicka 16;Jelenia Góra;dolnoslaskie;Pre-School;58-560;757522305;False;;False;
Szkoła Podstawowa dla Dorosłych w Głogowie;Obozowa 3;Głogów;dolnoslaskie;Pre-School;67-200;768322442;False;;False;
Szkoła Podstawowa dla dorosłych w Trzebnicy;Żeromskiego 25;Trzebnica;dolnoslaskie;Pre-School;55-100;713120488;False;;False;
Szkoła Podstawowa dla Dorosłyvh nr 1;Swobodna 73;Wrocław;dolnoslaskie;Pre-School;50-089;717986701;False;;False;
Szkoła Podstawowa EKOLA;T. Zielińskiego 56;Wrocław;dolnoslaskie;Pre-School;53-534;713614370;False;;False;
Szkoła Podstawowa Fundacji "CLEVER";Armii Krajowej 35B;Wałbrzych;dolnoslaskie;Pre-School;58-302;748425826;False;;False;
Szkoła Podstawowa Gminy Oleśnica w Oleśnicy;Wileńska 32a;Oleśnica;dolnoslaskie;Pre-School;56-400;713983131;False;;False;
Szkoła Podstawowa im I Dywizji Wojska Polskiego im Tadeusza Kościuszki;Krasińskiego 3;Bierutów;dolnoslaskie;Pre-School;56-420;713146225;False;;False;
Szkoła Podstawowa im Jana Brzechwy w Budziwojowie;Chojnów 21;Chojnów;dolnoslaskie;Pre-School;59-225;768186649;False;;False;
Szkoła Podstawowa im Marii Konopnickiej w Rzeszotarach;Wiejska 68;Miłkowice;dolnoslaskie;Pre-School;59-222;768871220;False;;False;
Szkoła Podstawowa im mjr Henryka Sucharskiego;Bierutów 59a;Bierutów;dolnoslaskie;Pre-School;56-420;713148026;False;;False;
Szkoła Podstawowa im. Adama Mickiewicza w Ciepłowodach;Szkolna 2;Ciepłowody;dolnoslaskie;Pre-School;57-211;748103444;False;;False;
Szkoła Podstawowa im. Adama Mickiewicza w Udaninie;Udanin 48;Udanin;dolnoslaskie;Pre-School;55-340;768709299;False;;False;
Szkoła Podstawowa im. Adama Mickiewicza w Wierzbnie;Brak 84;Domaniów;dolnoslaskie;Pre-School;55-216;713131212;False;;False;
Szkoła Podstawowa im. Anny Jenke w Mrowinach;Wojska Polskiego 43;Żarów;dolnoslaskie;Pre-School;58-130;748580575;False;;False;
Szkoła Podstawowa im. Bohaterów Armii Krajowej w Prusach;Parkowa 1;Prusy;dolnoslaskie;Pre-School;57-150;713930469;False;;False;
Szkoła podstawowa im. Bohaterów Westerplatte;Kościuszki 57;Stronie Śląskie;dolnoslaskie;Pre-School;57-550;748141231;False;;False;
Szkoła Podstawowa im. Bolesława Chrobrego w Nowogrodźcu;Sienkiewicza 7-8;Nowogrodziec;dolnoslaskie;Pre-School;59-730;757316371;False;;False;
Szkoła Podstawowa im. Bolesława Chrobrego w Zawidowie;Szkolna 4;Zawidów;dolnoslaskie;Pre-School;59-970;757788222;False;;False;
Szkoła Podstawowa im. Bolesława Chrobrego w Żmigrodzie;Szkolna 11;Żmigród;dolnoslaskie;Pre-School;55-140;713853558;False;;False;
Szkoła Podstawowa im. Bolesława Krzywoustego w Kamieńcu Wroclawskim;Kolejowa 8;Kamieniec Wrocławski;dolnoslaskie;Pre-School;55-002;713185595;False;;False;
Szkoła Podstawowa im. Bronisława Malinowskiego w Bystrzycy;Kościuszki 45;Oława;dolnoslaskie;Pre-School;55-200;713130217;False;;False;
Szkoła Podstawowa im. Edmunda Bojanowskiego w Kuźnicy Czeszyckiej;Krośnice 1;Krośnice;dolnoslaskie;Pre-School;56-320;713845693;False;;False;
Szkoła Podstawowa im. Emilii Plater w Platerówce;Platerówka 213;Platerówka;dolnoslaskie;Pre-School;59-816;757221693;False;;False;
Szkoła Podstawowa im. gen. Wł. Sikorskiego w Kostrzycy;Jeleniogórska 37;Mysłakowice;dolnoslaskie;Pre-School;58-533;757183307;False;;False;
Szkoła Podstawowa im. gen. Władysława Sikorskiego w Henrykowie;Polna 9;Henryków;dolnoslaskie;Pre-School;57-210;748105020;False;;False;
Szkoła Podstawowa im. Górników Surowców Mineralnych w Czernej;Nowogrodziec 52;Nowogrodziec;dolnoslaskie;Pre-School;59-730;757363314;False;;False;
Szkoła Podstawowa im. Henryka Sienkiewicza w Roztoce;Jana Pawła II 7/9;Roztoka;dolnoslaskie;Pre-School;58-173;748509193;False;;False;
Szkoła Podstawowa im. Henryka Sienkiewicza w Siedlcach;Lubin 29;Lubin;dolnoslaskie;Pre-School;59-300;768449301;False;;False;
Szkoła Podstawowa im. Henryka Sienkiewicza w Siekierczynie;Brak 200A;Siekierczyn;dolnoslaskie;Pre-School;59-818;757221728;False;;False;
Szkoła Podstawowa im. II Armii Wojska Polskiego;Bolka 8c;Bolków;dolnoslaskie;Pre-School;59-420;757413211;False;;False;
Szkoła Podstawowa im. Ireny Kosmowskiej w Bieniowicach;Kunice 57;Kunice;dolnoslaskie;Pre-School;59-216;768575306;False;;False;
Szkoła Podstawowa im. Ireny Sendlerowej w Dobroszycach;Parkowa 5;Dobroszyce;dolnoslaskie;Pre-School;56-410;713141125;False;;False;
Szkoła Podstawowa im. Jana Adama de Garnier w Głębowicach;Wińsko 10;Wińsko;dolnoslaskie;Pre-School;56-160;713890496;False;;False;
Szkoła Podstawowa im. Jana Brzechwy w Dobromierzu;Podgórna 2;Dobromierz;dolnoslaskie;Pre-School;58-170;748586239;False;;False;
Szkoła Podstawowa im. Jana Brzechwy w Osolinie;Piłsudskiego 5;Oborniki Śląskie;dolnoslaskie;Pre-School;55-120;713106128;False;;False;
Szkoła Podstawowa im. Jana Brzechwy w Radwanicach;Szkolna 14a;Święta Katarzyna;dolnoslaskie;Pre-School;55-010;713117009;False;;False;
Szkoła Podstawowa im. Jana Brzechwy w Żeliszowie;Żeliszów 102;Bolesławiec;dolnoslaskie;Pre-School;59-700;757843293;False;;False;
Szkoła Podstawowa im. Jana III Sobieskiego w Porajowie;Górnicza 1c;Porajów;dolnoslaskie;Pre-School;59-921;757738223;False;;False;
Szkoła Podstawowa im. Jana Kochanowskiego w Wądrożu Wielkim;Brak 169;Wądroże Wielkie;dolnoslaskie;Pre-School;59-430;768874428;False;;False;
Szkoła Podstawowa im. Jana Markiewicza w Orzeszkowie;Wińsko 9;Wińsko;dolnoslaskie;Pre-School;56-160;713896194;False;;False;
Szkoła Podstawowa im. Jana Pawła II;Rokitki 32A;Chojnów;dolnoslaskie;Pre-School;59-225;768178824;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Domaniowie;Sportowa 6;Domaniów;dolnoslaskie;Pre-School;55-216;713017731;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Gierałtowie;Gierałtów 47;Nowogrodziec;dolnoslaskie;Pre-School;59-730;757368225;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Gościszowie;Nowogrodziec 152;Nowogrodziec;dolnoslaskie;Pre-School;59-730;757367723;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Grodziszczu;Grodziszcze 63/a;Grodziszcze;dolnoslaskie;Pre-School;58-112;748501156;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Jaworowie;Jaworów 9a;Wiązów;dolnoslaskie;Pre-School;57-120;713942542;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Jerzmanowej;Głogowska 19;Jerzmanowa;dolnoslaskie;Pre-School;67-222;768312124;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Lubomierzu;Kościuszki 5;Lubomierz;dolnoslaskie;Pre-School;59-623;757833112;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Łagiewnikach;Jedności Narodowej 38;Łagiewniki;dolnoslaskie;Pre-School;58-210;748939805;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Pielgrezymce-Filia w Twardocicach;Pielgrzymka;Pielgrzymka;dolnoslaskie;Pre-School;59-524;768775094;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Pielgrzymce;Pielgrzymka 109A;Pielgrzymka;dolnoslaskie;Pre-School;59-524;768775094;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Pielgrzymce-Filia w Nowej Wsi Grodziskiej;Pielgrzymka 67;Pielgrzymka;dolnoslaskie;Pre-School;59-524;768775225;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Psarach;Główna 40;Wrocław;dolnoslaskie;Pre-School;51-180;713878692;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Rudnej;Piaskowa 3,3a,3b;Rudna;dolnoslaskie;Pre-School;59-305;768464747;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Rzeplinie;Al. Lipowa 46;Żórawina;dolnoslaskie;Pre-School;55-020;713165042;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Smolniku;Smolnik 51B, 52;Leśna;dolnoslaskie;Pre-School;59-820;757211312;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Szklarach Dolnych;Kard. S. Wyszyńskiego 48;Chocianów;dolnoslaskie;Pre-School;59-140;768171667;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Tuszynie;Tuszyn 47;Tuszyn;dolnoslaskie;Pre-School;58-207;748324190;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Ujeździe Górnym;Udanin 49;Udanin;dolnoslaskie;Pre-School;55-340;768740279;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Wilczkowie;M. Kopernika 29;Żórawina;dolnoslaskie;Pre-School;55-020;713165039;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Zagrodnie Filia w Brochocinie;Zagrodno 34;Zagrodno;dolnoslaskie;Pre-School;59-516;768773358;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Zagrodnie Filia w Olszanicy;Zagrodno 28;Zagrodno;dolnoslaskie;Pre-School;59-516;768773312;False;;False;
Szkoła Podstawowa im. Jana Pawła II w Zagrodnie Filia w Radziechowie;Zagrodno 80;Zagrodno;dolnoslaskie;Pre-School;59-516;768773348;False;;False;
Szkoła Podstawowa im. Jana Pawła II w ŻELOWICACH;Prusy 24;Prusy;dolnoslaskie;Pre-School;57-150;713930379;False;;False;
Szkoła Podstawowa im. Janusza Korczaka w Barkowie;Żmigród 75;Żmigród;dolnoslaskie;Pre-School;55-140;713856424;False;;False;
Szkoła Podstawowa im. Janusza Korczaka w Gniewkowie;Roztoka 3;Roztoka;dolnoslaskie;Pre-School;58-173;748506293;False;;False;
Szkoła Podstawowa im. Janusza Korczaka w Niemstowie;Miłoradzice 68;Miłoradzice;dolnoslaskie;Pre-School;59-323;768418894;False;;False;
Szkoła Podstawowa im. Janusza Korczaka w Niemstowie Szkoła Filialna w Osieku;Świetej Katarzyny 75a;Lubin;dolnoslaskie;Pre-School;59-300;768428381;False;;False;
Szkoła Podstawowa im. Janusza Korczaka w Ratowicach;Wrocławska 36;Czernica;dolnoslaskie;Pre-School;55-003;713189168;False;;False;
Szkoła Podstawowa im. Janusza Korczaka z Oddziałami Gimnazjum w Jedlinie-Zdroju;Jana Pawła II 5;Jedlina-Zdrój;dolnoslaskie;Pre-School;58-330;748455285;False;;False;
Szkoła Podstawowa im. Janusza Kusocińskiego;Brzeg Dolny 12H;Brzeg Dolny;dolnoslaskie;Pre-School;56-120;713196379;False;;False;
Szkoła Podstawowa im. Janusza Kusocińskiego;Szkolna 2;Grębocice;dolnoslaskie;Pre-School;59-150;768315070;False;;False;
Szkoła Podstawowa im. Janusza Kusocińskiego w Cieszkowie;Grunwaldzka 3;Cieszków;dolnoslaskie;Pre-School;56-330;713848146;False;;False;
Szkoła Podstawowa im. Janusza Kusocińskiego w Polakowicach;Szkolna 5;Żórawina;dolnoslaskie;Pre-School;55-020;713114829;False;;False;
Szkoła Podstawowa im. Jerzego Badury;Wrocławska 6-6A;Międzybórz;dolnoslaskie;Pre-School;56-513;627856910;False;;False;
Szkoła Podstawowa im. Jerzego Kukuczki w Ocicach;Nowogrodziec 55;Nowogrodziec;dolnoslaskie;Pre-School;59-730;757361245;False;;False;
Szkoła Podstawowa im. Józefa Piłsudskiego w Nowej Wsi;Nowogrodziec 26a;Nowogrodziec;dolnoslaskie;Pre-School;59-730;757362083;False;;False;
Szkoła Podstawowa im. Juliusza Słowackiego w Sułowie;Szkolna 6;Milicz;dolnoslaskie;Pre-School;56-300;713847133;False;;False;
Szkoła Podstawowa im. K. K. Baczyńskiego;Kościuszki 1;Piława Górna;dolnoslaskie;Pre-School;58-240;748371381;False;;False;
Szkoła Podstawowa im. Karola Wojtyły w Osieku;Osiek 124;Oława;dolnoslaskie;Pre-School;55-200;713131792;False;;False;
Szkoła Podstawowa im. Kawalerów Orderu Uśmiechu w Marcinkowicach;Szkolna 1;Oława;dolnoslaskie;Pre-School;55-200;713028693;False;;False;
Szkoła Podstawowa im. Kawalerów Orderu Uśmiechu w Smolnej;Smolna 70;Oleśnica;dolnoslaskie;Pre-School;56-400;713140233;False;;False;
